Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV532238,8858578,10/21/2012 0:00,053XX S LOREL AVE,820,THEFT,$500 AND UNDER,,FALSE,FALSE,814,8,23,6,1141636,56,1868843,2012,41.79616939,10/26/2012 0:39,-87.75614913,"(41.79616938901234, -87.75614913038227)"
HV527816,8854193,10/21/2012 0:00,020XX W CONCORD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1434,14,32,14,1162615,24,1911004,2012,41.91145105,10/23/2012 0:45,-87.67803718,"(41.9114510527901, -87.67803717627545)"
HV528034,8854359,10/21/2012 0:00,103XX S MILLARD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2211,22,19,6,1153878,74,1835494,2012,41.70441986,10/24/2012 0:39,-87.71213923,"(41.704419859194324, -87.71213923441654)"
HV527975,8854321,10/21/2012 0:00,026XX S INDIANA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,133,1,2,6,1178078,35,1886827,2012,41.84476981,10/23/2012 0:45,-87.6219678,"(41.844769811913295, -87.62196779782086)"
HV528121,8854515,10/21/2012 0:00,052XX W POTOMAC AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2532,25,37,14,1140841,25,1908185,2012,41.90414403,10/24/2012 0:39,-87.75809808,"(41.904144027747236, -87.75809808162597)"
HV528439,8854653,10/21/2012 0:00,060XX W EDDY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1633,16,38,6,1135568,17,1923024,2012,41.94495935,10/24/2012 0:39,-87.77711392,"(41.94495934551641, -87.77711392040834)"
HV528393,8854609,10/21/2012 0:00,040XX W IRVING PARK RD,810,THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,1722,17,39,6,1148967,16,1926320,2012,41.95375468,10/24/2012 0:39,-87.72777841,"(41.95375467536507, -87.72777841258872)"
HV529525,8855827,10/21/2012 0:00,057XX N NINA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1612,16,41,6,1127674,10,1937989,2012,41.98616183,10/25/2012 0:41,-87.80579104,"(41.98616182719596, -87.80579103654078)"
HV529760,8856019,10/21/2012 0:00,055XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,FALSE,FALSE,822,8,23,14,1150688,62,1867523,2012,41.79237553,10/25/2012 0:41,-87.72298872,"(41.792375531709254, -87.722988719153)"
HV529381,8855631,10/21/2012 0:00,007XX W GRAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1323,13,27,14,1171390,24,1903734,2012,41.89131326,10/24/2012 0:39,-87.64601482,"(41.89131326107755, -87.64601482015125)"
HV527623,8854060,10/20/2012 23:51,032XX W 59TH ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APPLIANCE STORE,TRUE,FALSE,822,8,16,5,1156027,66,1865288,2012,41.78613669,10/23/2012 0:45,-87.70347124,"(41.78613668909439, -87.70347124148809)"
HV528218,8854590,10/20/2012 23:50,032XX N SHEFFIELD AVE,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,1924,19,44,3,1169004,6,1921491,2012,41.94009157,10/28/2012 0:39,-87.65426105,"(41.940091571209386, -87.65426105321869)"
HV527764,8854136,10/20/2012 23:35,0000X W DIVISION ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1824,18,42,08B,1175977,8,1908331,2012,41.9038256,10/23/2012 0:45,-87.62903054,"(41.9038255962391, -87.62903053518549)"
HV527638,8854039,10/20/2012 23:34,054XX S PEORIA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,934,9,20,18,1171180,61,1868969,2012,41.79591972,10/24/2012 0:39,-87.64780515,"(41.79591971762787, -87.64780514702765)"
HV528257,8854847,10/20/2012 23:30,023XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,6,1160769,31,1888642,2012,41.85012622,10/24/2012 0:39,-87.68543896,"(41.85012622410297, -87.6854389641011)"
HV527618,8854021,10/20/2012 23:20,004XX E 111TH ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,531,5,9,08B,1181121,49,1831412,2012,41.69263574,10/23/2012 0:45,-87.61250492,"(41.692635740243134, -87.6125049203572)"
HV527622,8854012,10/20/2012 23:20,037XX N PARKVIEW TER,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1732,17,39,18,1150863,16,1924616,2012,41.9490418,10/24/2012 0:39,-87.72085323,"(41.94904179849688, -87.72085322938958)"
HV527605,8854056,10/20/2012 23:15,004XX W MENOMONEE ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1813,18,43,08B,1172805,7,1912296,2012,41.91477663,10/26/2012 0:39,-87.64056431,"(41.91477663013431, -87.64056431216002)"
HV527596,8853987,10/20/2012 23:04,010XX W BALMORAL AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,2023,20,48,18,1168416,77,1936083,2012,41.9801453,10/24/2012 0:39,-87.65599821,"(41.980145297503014, -87.65599820966602)"
HV528052,8854390,10/20/2012 23:00,056XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1513,15,29,14,1138542,25,1900138,2012,41.88210405,10/24/2012 0:39,-87.76673822,"(41.882104046768305, -87.76673822404584)"
HV527998,8854363,10/20/2012 23:00,046XX S KEELER AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,815,8,14,6,1149091,57,1873735,2012,41.80945316,10/23/2012 0:45,-87.72868453,"(41.80945315942713, -87.72868452555342)"
HV527922,8854286,10/20/2012 23:00,106XX S RHODES AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,512,5,9,6,1181750,49,1834722,2012,41.70170436,10/23/2012 0:45,-87.6101003,"(41.70170435791274, -87.61010030167034)"
HV527791,8854157,10/20/2012 23:00,016XX W MORSE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,2431,24,49,14,1164254,1,1946176,2012,42.00793006,10/23/2012 0:45,-87.67101734,"(42.00793005691603, -87.67101734231962)"
HV528338,8854662,10/20/2012 23:00,049XX N HAMLIN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1712,17,39,6,1150200,14,1932725,2012,41.97130645,10/25/2012 0:41,-87.72307805,"(41.97130644950178, -87.72307804705063)"
HV527621,8854071,10/20/2012 23:00,063XX W DIVERSEY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,2511,25,29,26,1133800,19,1917976,2012,41.93113837,10/30/2012 0:40,-87.78373145,"(41.93113836914506, -87.78373145448087)"
HV528050,8854425,10/20/2012 23:00,050XX N DELPHIA AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1614,16,41,6,1118081,76,1932503,2012,41.97126432,10/24/2012 0:39,-87.84119064,"(41.97126432122764, -87.84119064293611)"
HV528593,8861225,10/20/2012 23:00,005XX N STATE ST,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,1831,18,42,6,1176228,8,1904162,2012,41.89238,10/28/2012 0:39,-87.62823442,"(41.892379997626314, -87.62823441932902)"
HV527620,8854129,10/20/2012 23:00,133XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,533,5,9,08B,1181264,54,1816902,2012,41.65281488,10/26/2012 0:39,-87.61242581,"(41.65281487610705, -87.61242580748426)"
HV527583,8853986,10/20/2012 23:00,051XX S DAMEN AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,GROCERY FOOD STORE,TRUE,FALSE,932,9,16,24,1163925,61,1870817,2012,41.80114654,10/23/2012 0:45,-87.67435772,"(41.80114653960652, -87.67435771857735)"
HV527619,8854022,10/20/2012 23:00,001XX N LONG AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1523,15,28,18,1140341,25,1900852,2012,41.88403057,10/24/2012 0:39,-87.76011469,"(41.884030570896435, -87.76011469424492)"
HV527579,8854062,10/20/2012 22:59,068XX S SOUTH CHICAGO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,WAREHOUSE,TRUE,FALSE,321,3,20,26,1181044,42,1859809,2012,41.77056226,10/23/2012 0:45,-87.61191543,"(41.77056226390712, -87.6119154286077)"
HV527585,8854099,10/20/2012 22:58,032XX W FULTON BLVD,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1123,11,28,08B,1154923,27,1901861,2012,41.8865196,10/24/2012 0:39,-87.70654058,"(41.88651960414852, -87.7065405848414)"
HV527639,8854130,10/20/2012 22:55,001XX N ELIZABETH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1212,12,27,6,1167969,28,1900802,2012,41.88334215,10/23/2012 0:45,-87.65866311,"(41.88334215222541, -87.65866311018094)"
HV527610,8854025,10/20/2012 22:50,025XX S KEDZIE AVE,460,BATTERY,SIMPLE,OTHER,TRUE,FALSE,1033,10,12,08B,1155465,30,1887155,2012,41.84615389,10/23/2012 0:45,-87.70494552,"(41.84615388658647, -87.70494552412991)"
HV527587,8853999,10/20/2012 22:50,020XX S RACINE AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1222,12,25,24,1168644,31,1890440,2012,41.85489342,10/23/2012 0:45,-87.6564845,"(41.85489341559836, -87.65648449654122)"
HV527634,8854042,10/20/2012 22:50,074XX N ROGERS AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,2422,24,49,24,1163237,1,1949270,2012,42.01644159,10/24/2012 0:39,-87.67467152,"(42.01644158606999, -87.67467151611503)"
HV527693,8854052,10/20/2012 22:49,074XX N ROGERS AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,2422,24,49,24,1163237,1,1949270,2012,42.01644159,10/24/2012 0:39,-87.67467152,"(42.01644158606999, -87.67467151611503)"
HV527591,8853980,10/20/2012 22:45,028XX W 59TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,824,8,16,26,1158687,66,1865365,2012,41.7862941,10/23/2012 0:45,-87.69371619,"(41.786294101097525, -87.69371618665151)"
HV527578,8854000,10/20/2012 22:45,029XX W WARREN BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1331,13,2,08B,1156786,27,1900252,2012,41.88206681,10/23/2012 0:45,-87.69974279,"(41.88206680950778, -87.69974278519099)"
HV527986,8854341,10/20/2012 22:45,004XX N STATE ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,6,1176262,8,1903061,2012,41.88935803,10/23/2012 0:45,-87.62814278,"(41.889358029191605, -87.62814278442637)"
HV527678,8854161,10/20/2012 22:45,093XX S ANTHONY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,423,4,10,08B,1197048,48,1843772,2012,41.7261722,10/29/2012 0:37,-87.55378474,"(41.72617219517932, -87.55378474003456)"
HV528065,8854370,10/20/2012 22:30,081XX S PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,614,6,18,26,1166382,71,1850884,2012,41.74639575,10/24/2012 0:39,-87.66591433,"(41.74639575122248, -87.66591432686461)"
HV528777,8856232,10/20/2012 22:30,020XX S THROOP ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1222,12,25,08B,1167975,31,1890448,2012,41.85492981,10/26/2012 0:39,-87.65893978,"(41.854929813081874, -87.65893977722658)"
HV527552,8853988,10/20/2012 22:30,082XX S EVANS AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,631,6,6,08A,1182709,44,1850247,2012,41.74428466,10/26/2012 0:39,-87.60610855,"(41.744284664165384, -87.60610854693225)"
HV527712,8854119,10/20/2012 22:30,055XX S SHORE DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,FALSE,FALSE,235,2,5,11,1189509,41,1868821,2012,41.79509284,10/30/2012 0:40,-87.58059732,"(41.79509283729505, -87.58059732087719)"
HV527784,8854145,10/20/2012 22:30,020XX N CLYBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1811,18,43,14,1167771,7,1913280,2012,41.91758687,10/23/2012 0:45,-87.65903003,"(41.917586873621275, -87.65903003051865)"
HV527581,8854004,10/20/2012 22:30,034XX W AINSLIE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,1712,17,39,16,1152295,14,1932297,2012,41.97009078,10/24/2012 0:39,-87.71538579,"(41.97009078238866, -87.7153857927469)"
HV527568,8854017,10/20/2012 22:29,087XX S STONY ISLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,412,4,8,15,1188279,48,1847542,2012,41.73673089,10/24/2012 0:39,-87.58578582,"(41.736730891025566, -87.58578582191763)"
HV527549,8853998,10/20/2012 22:29,071XX S JEFFERY BLVD,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,333,3,5,08B,1190735,43,1858225,2012,41.76598709,10/23/2012 0:45,-87.57644366,"(41.76598708784457, -87.57644365891016)"
HV527565,8854434,10/20/2012 22:20,073XX N DAMEN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2424,24,49,08B,1161620,1,1948864,2012,42.0153615,10/24/2012 0:39,-87.680633,"(42.015361502128144, -87.68063299958052)"
HV527575,8853973,10/20/2012 22:20,048XX W RICE ST,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1531,15,37,08A,1143637,25,1905252,2012,41.89604364,10/24/2012 0:39,-87.74790104,"(41.89604363662066, -87.74790104080832)"
HV527577,8853984,10/20/2012 22:19,031XX W 13TH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1022,10,24,18,1155472,29,1893831,2012,41.86447344,10/24/2012 0:39,-87.70474047,"(41.86447343957144, -87.70474047213904)"
HV527558,8854002,10/20/2012 22:16,021XX W BIRCHWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2424,24,49,18,1160820,1,1949761,2012,42.01783959,10/24/2012 0:39,-87.68355166,"(42.01783959243511, -87.68355166415208)"
HV527562,8854151,10/20/2012 22:15,022XX W HIRSCH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1424,14,1,08B,1161447,24,1909319,2012,41.90685169,10/28/2012 0:39,-87.68237501,"(41.9068516943063, -87.68237500768741)"
HV527564,8854007,10/20/2012 22:10,073XX S VERNON AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,323,3,6,18,1180564,69,1856116,2012,41.76043932,10/24/2012 0:39,-87.61378815,"(41.76043932320994, -87.61378814643625)"
HV527556,8853995,10/20/2012 22:10,063XX S WOODLAWN AVE,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),ALLEY,TRUE,FALSE,314,3,20,18,1185352,42,1862969,2012,41.77913334,10/24/2012 0:39,-87.59602487,"(41.77913333937731, -87.59602487160467)"
HV527554,8854050,10/20/2012 22:05,032XX S RIDGEWAY AVE,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,1031,10,22,08B,1151846,30,1882899,2012,41.83454678,10/23/2012 0:45,-87.71833895,"(41.83454678175891, -87.71833895445072)"
HV527555,8854008,10/20/2012 22:05,013XX W 111TH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,2234,22,34,18,1169429,75,1831118,2012,41.69208948,10/24/2012 0:39,-87.6553198,"(41.692089480208445, -87.65531979705946)"
HV527550,8853978,10/20/2012 22:05,008XX N STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,TRUE,FALSE,1832,18,42,18,1176183,8,1905757,2012,41.89675777,10/24/2012 0:39,-87.62835155,"(41.896757773203376, -87.62835155256259)"
HV527595,8854057,10/20/2012 22:01,088XX S EUCLID AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,412,4,8,15,1190675,48,1846888,2012,41.73487881,10/24/2012 0:39,-87.57702884,"(41.73487880735813, -87.57702883912386)"
HV527888,8854248,10/20/2012 22:00,026XX N ELSTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1432,14,1,6,1160781,22,1917788,2012,41.93010508,10/23/2012 0:45,-87.68458616,"(41.93010507638624, -87.68458616071557)"
HV527950,8854317,10/20/2012 22:00,022XX S CENTRAL PARK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,1024,10,22,7,1152765,30,1888659,2012,41.85033483,10/24/2012 0:39,-87.71481466,"(41.85033482972143, -87.71481466163199)"
HV527997,8854368,10/20/2012 22:00,057XX N WEST CIRCLE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1612,16,41,14,1127960,10,1937827,2012,41.98571244,10/30/2012 0:40,-87.80474279,"(41.98571244448751, -87.80474279162462)"
HV528009,8854404,10/20/2012 22:00,033XX W 59TH PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,822,8,16,6,1155342,66,1865015,2012,41.78540128,10/23/2012 0:45,-87.70599012,"(41.78540127997431, -87.70599011821322)"
HV527533,8854038,10/20/2012 21:56,004XX E 83RD ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,ALLEY,TRUE,FALSE,631,6,6,15,1180840,44,1850108,2012,41.74394637,10/24/2012 0:39,-87.61296097,"(41.74394637229041, -87.61296097127136)"
HV527551,8853968,10/20/2012 21:55,007XX W 117TH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,524,5,34,18,1173209,53,1827371,2012,41.68172464,10/24/2012 0:39,-87.64159084,"(41.681724639547696, -87.64159083902346)"
HV528075,8854512,10/20/2012 21:45,026XX N WESTERN AVE,870,THEFT,POCKET-PICKING,MOVIE HOUSE/THEATER,FALSE,FALSE,1411,14,1,6,1159876,22,1917271,2012,41.92870514,10/24/2012 0:39,-87.68792611,"(41.9287051356334, -87.68792611053479)"
HV527525,8853938,10/20/2012 21:45,009XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1933,19,44,18,1169257,6,1921390,2012,41.93980892,10/24/2012 0:39,-87.65333415,"(41.9398089194499, -87.65333414726112)"
HV527545,8853985,10/20/2012 21:45,022XX N KEYSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2525,25,31,08B,1148981,20,1914416,2012,41.92108882,10/23/2012 0:45,-87.72803593,"(41.92108881826681, -87.72803592681083)"
HV527572,8853981,10/20/2012 21:45,014XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1021,10,24,18,1153889,29,1892986,2012,41.86218632,10/24/2012 0:39,-87.71057418,"(41.86218632475055, -87.71057417511065)"
HV527989,8854413,10/20/2012 21:45,038XX W 70TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,833,8,13,14,1151798,65,1857533,2012,41.76493971,10/23/2012 0:45,-87.71918009,"(41.764939711868706, -87.71918008665601)"
HV527534,8853937,10/20/2012 21:40,079XX S MERRILL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,414,4,8,18,1191949,46,1852818,2012,41.75112044,10/24/2012 0:39,-87.57216936,"(41.751120439027105, -87.57216936168639)"
HV527509,8853953,10/20/2012 21:40,041XX S DR MARTIN LUTHER KING JR SD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,213,2,3,18,1179425,38,1877823,2012,41.82003145,10/24/2012 0:39,-87.61729999,"(41.82003144769278, -87.61729999056224)"
HV527499,8854003,10/20/2012 21:40,023XX S OAKLEY AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,BAR OR TAVERN,TRUE,FALSE,1034,10,25,26,1161435,31,1888660,2012,41.8501618,10/24/2012 0:39,-87.68299413,"(41.850161803326046, -87.6829941326833)"
HV527511,8853960,10/20/2012 21:36,014XX N CLEVELAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,1821,18,43,08B,1172687,8,1909861,2012,41.90809748,10/23/2012 0:45,-87.64107003,"(41.90809748288443, -87.64107002743827)"
HV527493,8853949,10/20/2012 21:36,039XX W ARTHINGTON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,1132,11,24,3,1150457,26,1895789,2012,41.86994571,10/29/2012 0:37,-87.7230995,"(41.86994570696637, -87.72309949996107)"
HV527510,8854019,10/20/2012 21:33,003XX E 35TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,211,2,2,15,1178986,35,1881888,2012,41.83119615,10/23/2012 0:45,-87.61878639,"(41.83119615295703, -87.61878639316396)"
HV527519,8854111,10/20/2012 21:30,075XX S WOLCOTT AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,TRUE,611,6,18,04A,1164956,71,1854625,2012,41.75669183,10/23/2012 0:45,-87.67103402,"(41.75669182633169, -87.67103401746616)"
HV527709,8854137,10/20/2012 21:30,027XX W 42ND ST,917,MOTOR VEHICLE THEFT,CYCLE  SCOOTER  BIKE W-VIN,STREET,FALSE,FALSE,921,9,12,7,1158841,58,1876738,2012,41.81749996,10/24/2012 0:39,-87.69284082,"(41.81749996456855, -87.69284081504885)"
HV535995,8862510,10/20/2012 21:30,016XX N AUSTIN AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2531,25,29,08B,1136192,25,1910499,2012,41.9105782,10/30/2012 0:40,-87.77512002,"(41.91057820338089, -87.77512002059666)"
HV527527,8854005,10/20/2012 21:30,033XX W ADDISON ST,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,ALLEY,FALSE,FALSE,1733,17,35,3,1153583,16,1923782,2012,41.94669947,10/29/2012 0:37,-87.71087716,"(41.94669947044055, -87.71087716364488)"
HV527917,8854288,10/20/2012 21:30,063XX W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1633,16,36,14,1133375,17,1922643,2012,41.94395261,10/24/2012 0:39,-87.78518361,"(41.94395260724918, -87.78518361468707)"
HV527593,8855944,10/20/2012 21:30,089XX S BURLEY AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,424,4,10,08B,1199180,46,1846408,2012,41.73335234,10/26/2012 0:39,-87.5458869,"(41.73335233822973, -87.54588689962357)"
HV527517,8853956,10/20/2012 21:28,012XX S INDEPENDENCE BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ABANDONED BUILDING,TRUE,FALSE,1011,10,24,18,1151246,29,1894147,2012,41.86542444,10/24/2012 0:39,-87.72024588,"(41.86542444310176, -87.7202458765477)"
HV527512,8853951,10/20/2012 21:28,051XX W GRAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2533,25,37,18,1141665,19,1912789,2012,41.91676271,10/24/2012 0:39,-87.75495724,"(41.916762713379185, -87.754957237129)"
HV527490,8853924,10/20/2012 21:25,071XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,731,7,6,08B,1176675,69,1857575,2012,41.76453137,10/23/2012 0:45,-87.62799751,"(41.76453136667682, -87.62799751130643)"
HV527507,8853950,10/20/2012 21:25,014XX S PULASKI RD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,TRUE,1011,10,24,04A,1149917,29,1892534,2012,41.86102412,10/23/2012 0:45,-87.72516668,"(41.86102412022704, -87.7251666754178)"
HV527573,8853983,10/20/2012 21:25,012XX S INDEPENDENCE BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1011,10,24,18,1151240,29,1894319,2012,41.86589655,10/24/2012 0:39,-87.72026339,"(41.865896548521285, -87.72026339372465)"
HV527494,8853914,10/20/2012 21:19,065XX W 63RD ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,812,8,23,18,1133998,64,1861997,2012,41.77752002,10/24/2012 0:39,-87.78431912,"(41.777520019020514, -87.78431912478692)"
HV527483,8853916,10/20/2012 21:18,062XX S PRAIRIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,311,3,20,18,1179147,40,1863857,2012,41.78171384,10/24/2012 0:39,-87.61874573,"(41.781713841982736, -87.61874572981017)"
HV527530,8854084,10/20/2012 21:15,031XX N MILWAUKEE AVE,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,2523,25,30,08B,1150568,21,1920639,2012,41.93813438,10/28/2012 0:39,-87.72204186,"(41.938134376540084, -87.7220418626652)"
HV527477,8853891,10/20/2012 21:15,006XX S CLARK ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,123,1,2,24,1175578,32,1897605,2012,41.87440185,10/23/2012 0:45,-87.6308187,"(41.87440184529788, -87.63081870359177)"
HV527482,8853943,10/20/2012 21:10,039XX W 103RD ST,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,2211,22,19,6,1151588,74,1835969,2012,41.70576837,10/23/2012 0:45,-87.72051259,"(41.70576837416058, -87.72051259239164)"
HV527508,8853972,10/20/2012 21:05,115XX S PERRY AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,522,5,34,18,1177600,53,1828604,2012,41.68501031,10/24/2012 0:39,-87.62548032,"(41.685010307125815, -87.62548031819678)"
HV527474,8853908,10/20/2012 21:05,032XX W 59TH ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,822,8,16,6,1156027,66,1865288,2012,41.78613669,10/23/2012 0:45,-87.70347124,"(41.78613668909439, -87.70347124148809)"
HV527456,8853893,10/20/2012 21:00,072XX S PHILLIPS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,334,3,7,18,1193635,43,1857608,2012,41.76422348,10/24/2012 0:39,-87.56583454,"(41.76422347580378, -87.5658345351814)"
HV527502,8853971,10/20/2012 21:00,063XX S TRIPP AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,813,8,13,18,1149167,65,1862274,2012,41.77800094,10/24/2012 0:39,-87.72870143,"(41.77800094219651, -87.72870142517871)"
HV527469,8853954,10/20/2012 21:00,064XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,725,7,15,18,1166395,67,1861854,2012,41.77649865,10/24/2012 0:39,-87.66555465,"(41.77649864678174, -87.6655546487261)"
