Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV529263,8855438,10/22/2012 10:00,132XX S PRAIRIE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,533,5,9,08A,1180122,54,1817306,2012,41.65394965,10/25/2012 0:41,-87.61659197,"(41.65394964802163, -87.61659197239709)"
HV529266,8855560,10/22/2012 10:00,083XX S PEORIA ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,RESIDENCE,TRUE,FALSE,613,6,21,08B,1171715,71,1849278,2012,41.7418735,10/25/2012 0:41,-87.64641997,"(41.74187349976153, -87.6464199669995)"
HV529323,8855810,10/22/2012 9:57,081XX S BURNHAM AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,422,4,7,08A,1196286,46,1851608,2012,41.74769372,10/25/2012 0:41,-87.5563168,"(41.74769372151058, -87.55631679675238)"
HV530281,8856602,10/22/2012 9:55,064XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,312,3,20,26,1180967,42,1862502,2012,41.77795389,10/28/2012 0:39,-87.61211489,"(41.777953893816964, -87.61211489334192)"
HV529251,8855706,10/22/2012 9:45,076XX S CONSTANCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SCHOOL  PUBLIC  BUILDING,TRUE,FALSE,414,4,8,18,1189903,43,1854645,2012,41.75618331,10/24/2012 0:39,-87.57960815,"(41.75618331380652, -87.57960814969395)"
HV529321,8855696,10/22/2012 9:33,033XX W ADAMS ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1124,11,28,08B,1154117,27,1898835,2012,41.87823207,10/25/2012 0:41,-87.7095812,"(41.87823206907381, -87.7095811979681)"
HV529246,8855427,10/22/2012 9:30,002XX W GARFIELD BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,935,9,3,11,1175653,37,1868540,2012,41.79464344,10/24/2012 0:39,-87.63141534,"(41.79464344403193, -87.63141533713207)"
HV529319,8855607,10/22/2012 9:30,0000X N WACKER DR,820,THEFT,$500 AND UNDER,TAXICAB,FALSE,FALSE,122,1,42,6,1173975,32,1900355,2012,41.88198387,10/25/2012 0:41,-87.63662219,"(41.881983871579585, -87.63662218560393)"
HV530143,8856438,10/22/2012 9:30,036XX N LAMON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1634,16,38,5,1142978,15,1924080,2012,41.94772193,10/30/2012 0:40,-87.74985092,"(41.94772192771496, -87.74985092151063)"
HV529971,8857085,10/22/2012 9:30,081XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,411,4,8,14,1186252,45,1851238,2012,41.74692117,10/26/2012 0:39,-87.59309553,"(41.74692116911529, -87.59309552511128)"
HV530990,8857604,10/22/2012 9:30,020XX N ORCHARD ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SCHOOL  PUBLIC  BUILDING,FALSE,FALSE,1812,18,43,08A,1171321,7,1913600,2012,41.91838764,10/26/2012 0:39,-87.64597789,"(41.91838763565034, -87.64597789319176)"
HV529443,8855855,10/22/2012 9:28,035XX N HALSTED ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1924,19,44,6,1170257,6,1923613,2012,41.94588709,10/29/2012 0:37,-87.6495937,"(41.94588709435818, -87.6495936971019)"
HV529218,8855448,10/22/2012 9:25,061XX N ELSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,TRUE,TRUE,1611,16,45,08B,1133994,10,1940330,2012,41.99247656,10/24/2012 0:39,-87.78249044,"(41.99247655884305, -87.78249044208687)"
HV530222,8856365,10/22/2012 9:17,031XX W CHICAGO AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,GAS STATION,FALSE,FALSE,1313,13,27,6,1154970,23,1905114,2012,41.89544521,10/25/2012 0:41,-87.70628069,"(41.89544520612693, -87.70628068956786)"
HV531094,8857665,10/22/2012 9:15,001XX N DEARBORN ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,42,6,1175948,32,1901601,2012,41.88535878,10/26/2012 0:39,-87.6293399,"(41.88535878462904, -87.62933989600765)"
HV529343,8855660,10/22/2012 9:15,019XX N HOYNE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1434,14,32,6,1162084,22,1913070,2012,41.91713142,10/24/2012 0:39,-87.67993007,"(41.917131418546255, -87.6799300749368)"
HV529216,8855429,10/22/2012 9:10,043XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,922,9,12,14,1158720,58,1875583,2012,41.81433297,10/24/2012 0:39,-87.69331624,"(41.814332974257276, -87.6933162372826)"
HV529202,8855414,10/22/2012 9:10,046XX S LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,814,8,23,18,1142512,56,1873465,2012,41.80883672,10/24/2012 0:39,-87.75282225,"(41.8088367202784, -87.75282224730002)"
HV530457,8856619,10/22/2012 9:00,024XX W 70TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,832,8,15,5,1161115,66,1858125,2012,41.76637662,10/27/2012 0:38,-87.68501398,"(41.76637662122159, -87.68501398341887)"
HV530995,8857257,10/22/2012 9:00,079XX S ADA ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,612,6,21,11,1168755,71,1851854,2012,41.74900673,10/26/2012 0:39,-87.65719117,"(41.74900672719657, -87.65719116655283)"
HV529219,8855533,10/22/2012 9:00,026XX W IRVING PARK RD,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,1911,19,47,08B,1158329,5,1926515,2012,41.95410309,10/25/2012 0:41,-87.69335723,"(41.95410308535484, -87.69335722668805)"
HV529335,8855627,10/22/2012 9:00,052XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,CONVENIENCE STORE,FALSE,FALSE,1524,15,28,6,1141005,25,1904783,2012,41.89480552,10/26/2012 0:39,-87.75757952,"(41.894805520029294, -87.75757952445366)"
HV529325,8855633,10/22/2012 9:00,024XX S KEDZIE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,FALSE,FALSE,1024,10,22,14,1155365,30,1887811,2012,41.84795603,10/24/2012 0:39,-87.70529491,"(41.84795603429116, -87.70529491345118)"
HV529746,8856065,10/22/2012 9:00,037XX N CLIFTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1923,19,44,6,1168119,6,1925250,2012,41.95042562,10/25/2012 0:41,-87.65740475,"(41.95042562150139, -87.65740474795092)"
HV532196,8860351,10/22/2012 9:00,0000X N RIVERSIDE PLZ,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,121,1,42,11,1173364,28,1900368,2012,41.88203313,10/28/2012 0:39,-87.63886536,"(41.88203313386202, -87.63886536385753)"
HV529816,8856071,10/22/2012 9:00,058XX W DIVERSEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,2514,25,30,14,1136608,19,1917967,2012,41.93106382,10/25/2012 0:41,-87.77341264,"(41.931063815107066, -87.77341263627271)"
HV534396,8860863,10/22/2012 9:00,056XX S EMERALD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,711,7,20,6,1172309,68,1867259,2012,41.79120251,10/28/2012 0:39,-87.64371536,"(41.791202511954516, -87.64371535692405)"
HV529276,8860658,10/22/2012 8:52,039XX S LAKE PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ANIMAL HOSPITAL,FALSE,TRUE,214,2,4,08B,1183288,36,1879278,2012,41.82393486,10/30/2012 0:40,-87.60308364,"(41.823934858419776, -87.60308363963733)"
HV529157,8855395,10/22/2012 8:50,009XX N RICHMOND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1311,13,26,08B,1156512,24,1906132,2012,41.89820763,10/29/2012 0:37,-87.7005897,"(41.89820762514389, -87.70058969840737)"
HV529179,8855343,10/22/2012 8:45,021XX W 37TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,912,9,11,14,1162665,59,1880080,2012,41.82659172,10/24/2012 0:39,-87.67871982,"(41.82659172096353, -87.67871982253293)"
HV529107,8855456,10/22/2012 8:30,063XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,312,3,20,08B,1182608,42,1863344,2012,41.7802265,10/24/2012 0:39,-87.6060729,"(41.780226495670796, -87.60607289695918)"
HV529460,8855747,10/22/2012 8:00,022XX E 70TH PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,331,3,5,6,1192238,43,1858609,2012,41.76700439,10/30/2012 0:40,-87.57092227,"(41.76700438820368, -87.57092226742698)"
HV529123,8855328,10/22/2012 8:00,007XX E 133RD ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,533,5,9,08A,1183905,54,1817481,2012,41.65434273,10/24/2012 0:39,-87.60274474,"(41.654342725638024, -87.60274473860648)"
HV529128,8855315,10/22/2012 8:00,0000X N HALSTED ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,1212,12,27,08B,1171090,28,1900282,2012,41.88184734,10/25/2012 0:41,-87.64721793,"(41.881847335839566, -87.6472179324909)"
HV529118,8855289,10/22/2012 8:00,023XX N LOCKWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2515,25,37,6,1140620,19,1915232,2012,41.92348584,10/24/2012 0:39,-87.75873646,"(41.92348584473156, -87.7587364622749)"
HV529591,8855902,10/22/2012 8:00,041XX W OGDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1013,10,22,14,1149243,29,1888479,2012,41.84990977,10/25/2012 0:41,-87.72774579,"(41.849909772092396, -87.7277457906012)"
HV529736,8856036,10/22/2012 8:00,085XX W HIGGINS RD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1614,16,41,6,1118479,76,1938135,2012,41.9867129,10/25/2012 0:41,-87.83960774,"(41.98671290126597, -87.83960774390906)"
HV530203,8856322,10/22/2012 8:00,018XX N MARSHFIELD AVE,917,MOTOR VEHICLE THEFT,CYCLE  SCOOTER  BIKE W-VIN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1433,14,32,7,1165091,22,1912519,2012,41.91555604,10/28/2012 0:39,-87.66889806,"(41.915556041746136, -87.6688980562045)"
HV530705,8856937,10/22/2012 8:00,008XX W WAYMAN ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1212,12,27,6,1170959,28,1902261,2012,41.88728072,10/25/2012 0:41,-87.64764089,"(41.88728071693001, -87.64764089440274)"
HV529239,8855665,10/22/2012 7:50,0000X E LAKE ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,6,1176614,32,1901789,2012,41.88585965,10/24/2012 0:39,-87.62688857,"(41.88585964810494, -87.62688856752438)"
HV529132,8855587,10/22/2012 7:49,080XX S EXCHANGE AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,422,4,7,7,1197194,46,1851881,2012,41.7484203,10/25/2012 0:41,-87.55298061,"(41.748420304980016, -87.55298060968711)"
HV529127,8855308,10/22/2012 7:45,080XX S RACINE AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,612,6,21,08B,1169679,71,1851472,2012,41.74793849,10/26/2012 0:39,-87.65381633,"(41.7479384923646, -87.65381633397955)"
HV529264,8855507,10/22/2012 7:41,010XX N ST LOUIS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,FALSE,FALSE,1121,11,27,15,1152893,23,1906636,2012,41.89966312,10/24/2012 0:39,-87.71386869,"(41.89966312266487, -87.71386869267427)"
HV529159,8855338,10/22/2012 7:40,045XX S WOOD ST,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,924,9,20,6,1165063,61,1874785,2012,41.81201118,10/24/2012 0:39,-87.67007196,"(41.81201117851587, -87.6700719601034)"
HV530347,8856441,10/22/2012 7:30,078XX S BURNHAM AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,421,4,7,26,1196039,43,1853643,2012,41.75328403,10/26/2012 0:39,-87.55715459,"(41.753284032664084, -87.55715459173253)"
HV530878,8857261,10/22/2012 7:30,023XX W LOGAN BLVD,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,1432,14,1,6,1160430,22,1917838,2012,41.93024956,10/26/2012 0:39,-87.68587461,"(41.930249560228596, -87.68587461016092)"
HV530740,8857207,10/22/2012 7:30,123XX S LA SALLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,523,5,9,14,1177550,53,1822868,2012,41.66927097,10/26/2012 0:39,-87.62583577,"(41.66927097037623, -87.62583577066363)"
HV535555,8862161,10/22/2012 7:30,021XX N LONG AVE,810,THEFT,OVER $500,SCHOOL  PUBLIC  GROUNDS,FALSE,FALSE,2515,25,37,6,1139990,19,1913950,2012,41.91997946,10/30/2012 0:40,-87.76108278,"(41.91997945815053, -87.7610827816869)"
HV529122,8855401,10/22/2012 7:30,006XX W CHICAGO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,FALSE,FALSE,1822,18,27,11,1172178,8,1905661,2012,41.89658371,10/24/2012 0:39,-87.64306396,"(41.89658370665698, -87.64306396052531)"
HV529154,8855367,10/22/2012 7:30,039XX N SEMINARY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1923,19,44,6,1168295,6,1926683,2012,41.95435402,10/24/2012 0:39,-87.6567162,"(41.95435401933141, -87.65671620328585)"
HV530022,8856172,10/22/2012 7:30,037XX N PANAMA AVE,890,THEFT,FROM BUILDING,SCHOOL  PUBLIC  BUILDING,FALSE,FALSE,1631,16,36,6,1121356,17,1924029,2012,41.94795838,10/25/2012 0:41,-87.82933106,"(41.94795838055317, -87.8293310575503)"
HV529195,8855608,10/22/2012 7:00,023XX W 95TH ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2213,22,19,3,1162120,72,1841534,2012,41.72082753,10/27/2012 0:38,-87.68179071,"(41.72082752686452, -87.68179070869671)"
HV530314,8856445,10/22/2012 7:00,019XX W ARGYLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2032,20,47,14,1162873,4,1933272,2012,41.97255027,10/25/2012 0:41,-87.67646249,"(41.97255027018993, -87.67646249473384)"
HV536017,8862451,10/22/2012 7:00,008XX N LESSING ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1323,13,27,6,1170099,24,1905804,2012,41.89702175,10/29/2012 0:37,-87.65069553,"(41.8970217528274, -87.6506955312325)"
HV529954,8856103,10/22/2012 7:00,018XX N MARCEY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1811,18,32,6,1168289,7,1912488,2012,41.91540239,10/26/2012 0:39,-87.65714984,"(41.915402388661406, -87.65714983541564)"
HV529817,8856155,10/22/2012 7:00,031XX N SOUTHPORT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1933,19,32,5,1166459,6,1920906,2012,41.93854124,10/28/2012 0:39,-87.6636315,"(41.93854124335478, -87.66363149940804)"
HV529087,8855295,10/22/2012 7:00,052XX N WAYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2013,20,48,14,1166326,77,1934846,2012,41.97679602,10/24/2012 0:39,-87.66371997,"(41.97679602430057, -87.66371997026432)"
HV529093,8855437,10/22/2012 6:55,010XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1121,11,27,14,1152817,23,1906506,2012,41.8993079,10/24/2012 0:39,-87.71415129,"(41.89930789572387, -87.71415128868546)"
HV529084,8855597,10/22/2012 6:46,022XX E 70TH PL,810,THEFT,OVER $500,STREET,FALSE,FALSE,331,3,5,6,1192181,43,1858608,2012,41.76700303,10/24/2012 0:39,-87.57113122,"(41.76700303038909, -87.57113122409571)"
HV531016,8857253,10/22/2012 6:30,016XX W LAKE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1333,13,27,6,1165573,28,1901542,2012,41.88542412,10/25/2012 0:41,-87.66744026,"(41.8854241220413, -87.66744026460628)"
HV529993,8856170,10/22/2012 6:30,070XX S PEORIA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,733,7,17,7,1171475,68,1858359,2012,41.76679819,10/25/2012 0:41,-87.6470339,"(41.766798188238276, -87.64703390093761)"
HV529894,8856157,10/22/2012 6:30,104XX S RACINE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2232,22,34,5,1170221,73,1835220,2012,41.70332888,10/27/2012 0:38,-87.65230142,"(41.70332887692308, -87.65230141953745)"
HV529075,8855260,10/22/2012 6:20,053XX N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2023,20,48,6,1167383,77,1935798,2012,41.9793856,10/24/2012 0:39,-87.65980542,"(41.979385601392934, -87.6598054169202)"
HV529274,8855541,10/22/2012 6:15,012XX W VAN BUREN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1213,12,2,08B,1167917,28,1898343,2012,41.87659559,10/25/2012 0:41,-87.65892501,"(41.87659559250228, -87.65892501215666)"
HV533670,8860022,10/22/2012 6:00,079XX S ELLIS AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,624,6,8,6,1184235,44,1852358,2012,41.75004194,10/27/2012 0:38,-87.6004513,"(41.750041943536345, -87.60045129502289)"
HV529096,8855356,10/22/2012 5:53,007XX E 133RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,FALSE,TRUE,533,5,9,14,1183580,54,1817525,2012,41.65447102,10/28/2012 0:39,-87.60393254,"(41.65447102086382, -87.60393254143945)"
HV529067,8855232,10/22/2012 5:50,055XX S FRANCISCO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,824,8,16,26,1158028,63,1867700,2012,41.79271509,10/24/2012 0:39,-87.69606897,"(41.792715093487814, -87.6960689730869)"
HV529062,8856674,10/22/2012 5:25,095XX S WINSTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2213,22,21,7,1168092,73,1841146,2012,41.71963669,10/26/2012 0:39,-87.65992766,"(41.719636686389535, -87.65992765923157)"
HV529063,8855221,10/22/2012 5:18,045XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,2533,25,37,26,1145550,23,1910199,2012,41.9095827,10/24/2012 0:39,-87.7407494,"(41.9095827039247, -87.7407493965523)"
HV529985,8856472,10/22/2012 5:10,022XX E 68TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,331,3,5,14,1192111,43,1860352,2012,41.7717904,10/25/2012 0:41,-87.57133116,"(41.77179040036285, -87.57133116311876)"
HV530034,8856240,10/22/2012 5:00,015XX N KOLIN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,2534,25,37,26,1147137,23,1909784,2012,41.90841367,10/25/2012 0:41,-87.73493002,"(41.90841366729684, -87.73493001733463)"
HV529064,8855217,10/22/2012 5:00,024XX W MADISON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,TRUE,1332,13,2,26,1160356,28,1899988,2012,41.8812693,10/24/2012 0:39,-87.68664105,"(41.88126929679162, -87.68664105423021)"
HV529061,8855239,10/22/2012 4:50,067XX S MARSHFIELD AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,725,7,15,08B,1166549,67,1859775,2012,41.77079032,10/28/2012 0:39,-87.66504932,"(41.770790318005936, -87.66504931599034)"
HV529054,8855200,10/22/2012 4:20,045XX S SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,821,8,14,14,1155180,58,1874204,2012,41.81062043,10/24/2012 0:39,-87.70633835,"(41.81062042996484, -87.70633834600116)"
HV529058,8855226,10/22/2012 4:00,017XX W GRAND AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1324,13,26,6,1164418,24,1903572,2012,41.89101912,10/24/2012 0:39,-87.67162414,"(41.891019116931865, -87.67162414390313)"
HV529255,8856717,10/22/2012 4:00,010XX N THROOP ST,610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,FALSE,FALSE,1323,13,27,5,1167545,24,1907192,2012,41.9008859,10/28/2012 0:39,-87.66003593,"(41.90088589757945, -87.6600359332117)"
HV529189,8855443,10/22/2012 4:00,024XX W MADISON ST,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,1125,11,2,6,1160358,28,1899908,2012,41.88104973,10/24/2012 0:39,-87.68663592,"(41.881049728223005, -87.68663592389386)"
HV530361,8856559,10/22/2012 3:59,069XX S PAULINA ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,735,7,17,5,1166168,67,1858714,2012,41.76788691,10/27/2012 0:38,-87.66647608,"(41.767886908603764, -87.66647607500715)"
HV529047,8855192,10/22/2012 3:30,056XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,225,2,20,14,1177716,40,1867662,2012,41.79218765,10/24/2012 0:39,-87.62387698,"(41.792187654900694, -87.62387697674717)"
HV530121,8856334,10/22/2012 3:20,064XX N FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2412,24,50,14,1156779,2,1942854,2012,41.99896975,10/25/2012 0:41,-87.69861019,"(41.99896975468412, -87.69861018571613)"
HV529048,8855180,10/22/2012 3:15,011XX N CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,1111,11,37,16,1144201,25,1906958,2012,41.90071451,10/24/2012 0:39,-87.74578665,"(41.90071451335298, -87.74578664906426)"
HV529113,8855542,10/22/2012 3:00,047XX S PRINCETON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,935,9,3,6,1175039,37,1873724,2012,41.80888258,10/24/2012 0:39,-87.63351208,"(41.80888258480018, -87.63351207898242)"
HV529035,8855172,10/22/2012 2:55,045XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,2533,25,37,26,1145550,23,1910199,2012,41.9095827,10/24/2012 0:39,-87.7407494,"(41.9095827039247, -87.7407493965523)"
HV529034,8855231,10/22/2012 2:50,023XX W NORTH AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1424,14,1,5,1160418,24,1910541,2012,41.91022632,10/28/2012 0:39,-87.68612108,"(41.910226322128246, -87.68612108103498)"
HV531333,8857705,10/22/2012 2:35,015XX N ASHLAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,FALSE,FALSE,1433,14,1,11,1165474,24,1910679,2012,41.91049881,10/26/2012 0:39,-87.66754343,"(41.91049881247863, -87.6675434275277)"
HV529021,8855161,10/22/2012 2:15,017XX W AUGUSTA BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1322,13,1,14,1164513,24,1906757,2012,41.89975698,10/24/2012 0:39,-87.67118498,"(41.89975698458088, -87.67118498491487)"
HV529013,8856046,10/22/2012 2:05,030XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1032,10,22,14,1153809,30,1884193,2012,41.83805889,10/25/2012 0:41,-87.71110173,"(41.83805888732815, -87.71110172849781)"
HV529024,8855209,10/22/2012 2:00,064XX S KENWOOD AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,314,3,20,6,1186141,42,1862356,2012,41.77743261,10/24/2012 0:39,-87.5931517,"(41.77743261482783, -87.59315170449594)"
HV529011,8855164,10/22/2012 1:53,015XX N DAMEN AVE,560,ASSAULT,SIMPLE,CTA PLATFORM,FALSE,FALSE,1424,14,1,08A,1162738,24,1910557,2012,41.91022187,10/25/2012 0:41,-87.67759787,"(41.910221873475905, -87.6775978687551)"
HV529007,8855193,10/22/2012 1:46,121XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,523,5,34,14,1173474,53,1824360,2012,41.67345613,10/24/2012 0:39,-87.64070939,"(41.67345612515092, -87.64070939345687)"
HV529033,8855183,10/22/2012 1:39,087XX S JEFFERY BLVD,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,STREET,TRUE,FALSE,412,4,8,26,1190989,48,1847525,2012,41.73661922,10/24/2012 0:39,-87.57585796,"(41.73661921817684, -87.57585795649808)"
HV529015,8855162,10/22/2012 1:30,009XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,1312,13,32,14,1162854,24,1906432,2012,41.89890013,10/24/2012 0:39,-87.67728762,"(41.89890013470914, -87.67728762268172)"
HV529016,8855168,10/22/2012 1:26,017XX W MORSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,2431,24,49,14,1163835,1,1946163,2012,42.00790327,10/24/2012 0:39,-87.6725593,"(42.007903269185285, -87.67255930245756)"
HV529017,8855178,10/22/2012 1:23,042XX W 62ND ST,820,THEFT,$500 AND UNDER,SIDEWALK,TRUE,FALSE,813,8,13,6,1149068,65,1863189,2012,41.78051376,10/24/2012 0:39,-87.72904079,"(41.78051375929356, -87.72904079472136)"
HV529008,8855158,10/22/2012 1:15,042XX W 62ND ST,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,813,8,13,6,1149029,65,1863108,2012,41.78029223,10/24/2012 0:39,-87.72918586,"(41.78029223427526, -87.72918586395453)"
HV528995,8855132,10/22/2012 1:14,007XX S CALIFORNIA AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),SIDEWALK,TRUE,FALSE,1135,11,2,18,1157860,27,1896541,2012,41.87186164,10/24/2012 0:39,-87.69590026,"(41.87186163909281, -87.69590025710798)"
HV529009,8855156,10/22/2012 1:12,002XX W ONTARIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1831,18,42,15,1174358,8,1904476,2012,41.89328359,10/24/2012 0:39,-87.6350927,"(41.8932835940759, -87.6350926967777)"
HV528996,8855165,10/22/2012 1:08,041XX W OGDEN AVE,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1013,10,22,08A,1149515,29,1888699,2012,41.85050821,10/24/2012 0:39,-87.7267418,"(41.85050821182889, -87.7267417967182)"
